species,local,site,latitude,longitude,field.day,fixation,conservation,individual,sdf,feedItem,phylum,lowerClassItem,mediumClassItem,highClassItem,volume_mm3,table3Category
chaetodon_striatus,tamandare,igrejinha_e_ilha.do.norte,-8.739861,-35.083806,07_may_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,37,3,cnidaria_anthozoa_hexacorallia_coralliscler,Cnidaria,Anthozoa,Coralliscler,-,18,06.Hexac. Corallim./ Scle.
chaetodon_striatus,tamandare,igrejinha_e_ilha.do.norte,-8.739861,-35.083806,07_may_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,37,3,unidentified,-,-,-,-,0.2,25.UNIDENTIFIED
chaetodon_striatus,tamandare,igrejinha_e_ilha.do.norte,-8.739861,-35.083806,01_may_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,38,4,polychaeta_sabellidae,Annelida,Polychaeta,Sabellidae,-,12,08.Sabellidae
chaetodon_striatus,tamandare,igrejinha_e_ilha.do.norte,-8.739861,-35.083806,01_may_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,38,4,polychaeta_cirratulidae,Annelida,Polychaeta,Cirratulidae,-,72,10.Cirratulidae
chaetodon_striatus,tamandare,igrejinha_e_ilha.do.norte,-8.739861,-35.083806,01_may_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,38,4,eggs_mollusca_gastropoda,Mollusca,Gastropoda,-,-,6,19.EGGS Mollusca
chaetodon_striatus,tamandare,igrejinha_e_ilha.do.norte,-8.739861,-35.083806,01_may_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,38,4,cnidaria_anthozoa_hexacorallia_coralliscler,Cnidaria,Anthozoa,Coralliscler,-,52,06.Hexac. Corallim./ Scle.
chaetodon_striatus,tamandare,igrejinha_e_ilha.do.norte,-8.739861,-35.083806,01_may_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,38,4,eggs_mollusca,Mollusca,-,-,-,1,19.EGGS Mollusca
chaetodon_striatus,tamandare,igrejinha_e_ilha.do.norte,-8.739861,-35.083806,01_may_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,38,4,unidentified,-,-,-,-,0.05,25.UNIDENTIFIED
chaetodon_striatus,tamandare,igrejinha_e_ilha.do.norte,-8.739861,-35.083806,01_may_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,38,4,angiosperma,-,Angiosperma,-,-,1,22.OTHER
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,155,4,algae,-,-,-,-,3,01.ALGAE
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,155,4,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,320,07.Hexac. Other
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,155,4,unidentified,-,-,-,-,0.5,25.UNIDENTIFIED
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,156,4,cnidaria_anthozoa_hexacorallia_zoantharia,Cnidaria,Anthozoa,Zoantharia,-,149,05.Hexac. Zoantharia
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,156,4,sandy,-,-,-,-,3,23.INORGANIC
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,157,4,cnidaria_anthozoa_hexacorallia_coralliscler,Cnidaria,Anthozoa,Coralliscler,-,70,06.Hexac. Corallim./ Scle.
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,157,4,sandy,-,-,-,-,4,23.INORGANIC
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,158,1,cnidaria_anthozoa_hexacorallia_zoantharia,Cnidaria,Anthozoa,Zoantharia,-,84,05.Hexac. Zoantharia
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,158,1,sandy,-,-,-,-,1,23.INORGANIC
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,158,1,fish_scales,Chordata,Piscis,-,-,0.001,22.OTHER
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,159,1,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,2,07.Hexac. Other
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,160,1,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,19,07.Hexac. Other
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,161,2,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,15,07.Hexac. Other
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,161,2,sandy,-,-,-,-,0.5,23.INORGANIC
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,162,4,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,43,07.Hexac. Other
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,162,4,unidentified,-,-,-,-,0.02,25.UNIDENTIFIED
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,162,4,polychaeta_outro,Annelida,Polychaeta,-,-,4,14.POLYCHAETA Other
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,162,4,sandy,-,-,-,-,1,23.INORGANIC
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,163,1,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,11,07.Hexac. Other
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,164,1,cnidaria_anthozoa_hexacorallia_actiniaria,Cnidaria,Anthozoa,Actiniaria,-,19,04.Hexac. Actiniaria
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,165,1,fish_scales,Chordata,Piscis,-,-,1,22.OTHER
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,166,1,cnidaria_anthozoa_hexacorallia_zoantharia,Cnidaria,Anthozoa,Zoantharia,-,20,05.Hexac. Zoantharia
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,167,1,cnidaria_anthozoa_hexacorallia_zoantharia,Cnidaria,Anthozoa,Zoantharia,-,12,05.Hexac. Zoantharia
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,167,1,sandy,-,-,-,-,0.5,23.INORGANIC
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,168,4,cnidaria_anthozoa_hexacorallia_zoantharia,Cnidaria,Anthozoa,Zoantharia,-,153,05.Hexac. Zoantharia
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,168,4,eggs_mollusca,Mollusca,-,-,-,25,19.EGGS Mollusca
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,168,4,sandy,-,-,-,-,2,23.INORGANIC
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,168,4,unidentified,-,-,-,-,17,25.UNIDENTIFIED
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,169,4,cnidaria_anthozoa_hexacorallia_actiniaria,Cnidaria,Anthozoa,Actiniaria,-,50,04.Hexac. Actiniaria
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,169,4,polychaeta_outro,Annelida,Polychaeta,-,-,5,14.POLYCHAETA Other
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,169,4,sandy,-,-,-,-,2,23.INORGANIC
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,170,4,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,62,07.Hexac. Other
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,170,4,sandy,-,-,-,-,0.5,23.INORGANIC
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,171,1,polychaeta_outro,Annelida,Polychaeta,-,-,2,14.POLYCHAETA Other
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,171,1,crustacea_outro,Arthropoda,Crustacea,-,-,4,18.CRUSTACEA Others
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,171,1,cnidaria_anthozoa_hexacorallia_coralliscler,Cnidaria,Anthozoa,Coralliscler,-,70,06.Hexac. Corallim./ Scle.
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,171,1,eggs_mollusca,Mollusca,-,-,-,8,19.EGGS Mollusca
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,171,1,sandy,-,-,-,-,12,23.INORGANIC
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,172,1,cnidaria_anthozoa_hexacorallia_zoantharia,Cnidaria,Anthozoa,Zoantharia,-,15,05.Hexac. Zoantharia
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,173,2,cnidaria_anthozoa_hexacorallia_zoantharia,Cnidaria,Anthozoa,Zoantharia,-,15,05.Hexac. Zoantharia
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,173,2,sandy,-,-,-,-,0.5,23.INORGANIC
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,174,1,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,21,07.Hexac. Other
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,174,1,cnidaria_hydrozoa,Cnidaria,Hydrozoa,-,-,0.2,02.Hydrozoa
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,175,1,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,15,07.Hexac. Other
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,175,1,sandy,-,-,-,-,2,23.INORGANIC
chaetodon_striatus,salvador,farol.da.barra_e_yacth,-12,-38,01_may_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,175,1,fish_scales,Chordata,Piscis,-,-,0.001,22.OTHER
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,39,3,crustacea_tanaidacea,Arthropoda,Malacostraca,Tanaidacea,-,0.5,18.CRUSTACEA Others
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,39,3,polychaeta_sabellidae,Annelida,Polychaeta,Sabellidae,-,4,08.Sabellidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,39,3,eggs_mollusca_gastropoda,Mollusca,Gastropoda,-,-,0.5,19.EGGS Mollusca
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,39,3,cnidaria_anthozoa_hexacorallia_actiniaria,Cnidaria,Anthozoa,Actiniaria,-,58,04.Hexac. Actiniaria
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,39,3,algae,-,-,-,-,1,01.ALGAE
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,40,4,crustacea_decapoda_outro,Arthropoda,Malacostraca,Decapoda,-,1,17.Decapoda
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,40,4,polychaeta_terebellidae,Annelida,Polychaeta,Terebellidae,-,3,13.Terebellidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,40,4,unidentified,-,-,-,-,0.25,25.UNIDENTIFIED
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,41,4,polychaeta_sabellidae,Annelida,Polychaeta,Sabellidae,-,85,08.Sabellidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,41,4,cnidaria_anthozoa_hexacorallia_actiniaria,Cnidaria,Anthozoa,Actiniaria,-,110,04.Hexac. Actiniaria
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,41,4,algae,-,-,-,-,6,01.ALGAE
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,42,4,polychaeta_terebellidae,Annelida,Polychaeta,Terebellidae,-,14,13.Terebellidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,42,4,polychaeta_sabellidae,Annelida,Polychaeta,Sabellidae,-,14,08.Sabellidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,42,4,crustacea_amphipoda_gammaridae,Arthropoda,Amphipoda,Gammaridae,-,0.5,15.Amphipoda
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,42,4,cnidaria_anthozoa_hexacorallia_coralliscler,Cnidaria,Anthozoa,Coralliscler,-,278,06.Hexac. Corallim./ Scle.
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,42,4,unidentified,-,-,-,-,21,25.UNIDENTIFIED
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,02_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,43,4,polychaeta_oweniidae,Annelida,Polychaeta,Oweniidae,-,60,14.POLYCHAETA Other
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,02_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,43,4,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,130,07.Hexac. Other
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,02_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,43,4,algae,-,-,-,-,4,01.ALGAE
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,44,4,nematomorpha,Nematomorpha,-,-,-,1.5,22.OTHER
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,44,4,digested_organic_matter,-,-,-,-,170,24.DIGESTED ORGANIC MATTER
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,44,4,crustacea_outro,Arthropoda,Crustacea,-,-,2,18.CRUSTACEA Others
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,45,4,polychaeta_sabellidae,Annelida,Polychaeta,Sabellidae,-,105,08.Sabellidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,45,4,eggs_mollusca_gastropoda,Mollusca,Gastropoda,-,-,2.5,19.EGGS Mollusca
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,45,4,algae,-,-,-,-,2,01.ALGAE
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,45,4,polychaeta_syllidae,Annelida,Polychaeta,Syllidae,-,0.06,12.Syllidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,45,4,polychaeta_cirratulidae,Annelida,Polychaeta,Cirratulidae,-,1,10.Cirratulidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,45,4,polychaeta_outro,Annelida,Polychaeta,-,-,44,14.POLYCHAETA Other
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,45,4,cnidaria_anthozoa_hexacorallia_coralliscler,Cnidaria,Anthozoa,Coralliscler,-,1,06.Hexac. Corallim./ Scle.
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,46,4,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,260,07.Hexac. Other
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,46,4,polychaeta_sabellidae,Annelida,Polychaeta,Sabellidae,-,140,08.Sabellidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,46,4,algae,-,-,-,-,11,01.ALGAE
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,47,4,cnidaria_anthozoa_hexacorallia_coralliscler,Cnidaria,Anthozoa,Coralliscler,-,337,06.Hexac. Corallim./ Scle.
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,48,4,cnidaria_anthozoa_hexacorallia_actiniaria,Cnidaria,Anthozoa,Actiniaria,-,210,04.Hexac. Actiniaria
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,48,4,unidentified,-,-,-,-,0.003,25.UNIDENTIFIED
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,49,4,unidentified,-,-,-,-,18,25.UNIDENTIFIED
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,49,4,cnidaria_anthozoa_hexacorallia_coralliscler,Cnidaria,Anthozoa,Coralliscler,-,171,06.Hexac. Corallim./ Scle.
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,50,3,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,175,07.Hexac. Other
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,50,3,polychaeta_sabellidae,Annelida,Polychaeta,Sabellidae,-,3,08.Sabellidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,50,3,polychaeta_outro,Annelida,Polychaeta,-,-,0.5,14.POLYCHAETA Other
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,51,3,polychaeta_sabellidae,Annelida,Polychaeta,Sabellidae,-,4,08.Sabellidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,51,3,crustacea_amphipoda_gammaridae,Arthropoda,Amphipoda,Gammaridae,-,2,15.Amphipoda
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,51,3,cnidaria_anthozoa_hexacorallia_coralliscler,Cnidaria,Anthozoa,Coralliscler,-,154,06.Hexac. Corallim./ Scle.
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,51,3,algae,-,-,-,-,0.3,01.ALGAE
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,52,4,algae,-,-,Oscilatorialles,-,25,01.ALGAE
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,52,4,cnidaria_anthozoa_hexacorallia_coralliscler,Cnidaria,Anthozoa,Coralliscler,-,200,06.Hexac. Corallim./ Scle.
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,52,4,polychaeta_outro,Annelida,Polychaeta,-,-,16,14.POLYCHAETA Other
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,53,3,cnidaria_anthozoa_hexacorallia_coralliscler,Cnidaria,Anthozoa,Coralliscler,-,140,06.Hexac. Corallim./ Scle.
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,53,3,polychaeta_cirratulidae,Annelida,Polychaeta,Cirratulidae,-,14,10.Cirratulidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,53,3,polychaeta_sabellidae,Annelida,Polychaeta,Sabellidae,-,2,08.Sabellidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,54,3,calcareous_skeletons,-,-,-,-,6,23.INORGANIC
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,54,3,polychaeta_cirratulidae,Annelida,Polychaeta,Cirratulidae,-,24,10.Cirratulidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,54,3,cnidaria_anthozoa_hexacorallia_coralliscler,Cnidaria,Anthozoa,Coralliscler,-,127,06.Hexac. Corallim./ Scle.
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,55,2,polychaeta_cirratulidae,Annelida,Polychaeta,Cirratulidae,-,52,10.Cirratulidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,55,2,polychaeta_sabellidae,Annelida,Polychaeta,Sabellidae,-,3,08.Sabellidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,56,4,polychaeta_sabellidae,Annelida,Polychaeta,Sabellidae,-,35,08.Sabellidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,56,4,polychaeta_oweniidae,Annelida,Polychaeta,Oweniidae,-,25,14.POLYCHAETA Other
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,56,4,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,90,07.Hexac. Other
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,56,4,polychaeta_cirratulidae,Annelida,Polychaeta,Cirratulidae,-,30,10.Cirratulidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,56,4,polychaeta_terebellidae,Annelida,Polychaeta,Terebellidae,-,2.5,13.Terebellidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,01_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,56,4,unidentified,-,-,-,-,3.5,25.UNIDENTIFIED
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,57,4,polychaeta_terebellidae,Annelida,Polychaeta,Terebellidae,-,2,13.Terebellidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,57,4,polychaeta_cirratulidae,Annelida,Polychaeta,Cirratulidae,-,19,10.Cirratulidae
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,57,4,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,149,07.Hexac. Other
chaetodon_striatus,abrolhos,santa.barbara,-17.333333,-39,03_mar_2010,formaldehyde_10_degrees,formaldehyde_5_degrees,58,2,polychaeta_sabellidae,Annelida,Polychaeta,Sabellidae,-,35,08.Sabellidae
